@mwebv 0.021
@t0 56787.40
time band flux fluxerr zp zpsys
55010.245  P48R  0.0000e+00  1.4154e+01 25.000  ab
55011.191  P48R  0.0000e+00  1.4821e+01 25.000  ab
55027.198  P48R  0.0000e+00  1.1452e+01 25.000  ab
55027.298  P48R  0.0000e+00  2.2433e+01 25.000  ab
55027.300  P48R  0.0000e+00  2.6478e+01 25.000  ab
55041.260  P48R  0.0000e+00  2.4597e+01 25.000  ab
56675.563  P48R  0.0000e+00  1.9359e+01 25.000  ab
56676.580  P48R  0.0000e+00  2.5756e+01 25.000  ab
56678.454  P48R  0.0000e+00  3.4267e+01 25.000  ab
56678.499  P48R  0.0000e+00  6.4696e+01 25.000  ab
56678.531  P48R  0.0000e+00  1.5663e+02 25.000  ab
56679.546  P48R  0.0000e+00  2.0839e+01 25.000  ab
56679.579  P48R  0.0000e+00  2.2640e+01 25.000  ab
56683.512  P48R  0.0000e+00  1.2442e+01 25.000  ab
56685.530  P48R  0.0000e+00  1.2215e+01 25.000  ab
56685.566  P48R  0.0000e+00  2.0648e+01 25.000  ab
56686.541  P48R  0.0000e+00  1.7494e+01 25.000  ab
56706.541  P48R  0.0000e+00  5.4310e+01 25.000  ab
56710.502  P48R  0.0000e+00  1.4417e+01 25.000  ab
56710.542  P48R  0.0000e+00  1.4417e+01 25.000  ab
56711.499  P48R  0.0000e+00  1.2673e+01 25.000  ab
56711.539  P48R  0.0000e+00  1.3270e+01 25.000  ab
56712.382  P48R  0.0000e+00  1.3270e+01 25.000  ab
56712.438  P48R  0.0000e+00  1.3270e+01 25.000  ab
56712.478  P48R  0.0000e+00  1.2673e+01 25.000  ab
56712.538  P48R  0.0000e+00  1.4417e+01 25.000  ab
56714.378  P48R  0.0000e+00  1.7494e+01 25.000  ab
56714.429  P48R  0.0000e+00  1.4024e+01 25.000  ab
56714.501  P48R  0.0000e+00  1.2328e+01 25.000  ab
56714.547  P48R  0.0000e+00  1.5377e+01 25.000  ab
56721.289  P48R  0.0000e+00  2.9032e+01 25.000  ab
56721.319  P48R  0.0000e+00  2.3490e+01 25.000  ab
56721.342  P48R  0.0000e+00  2.9032e+01 25.000  ab
56721.365  P48R  0.0000e+00  1.9181e+01 25.000  ab
56721.389  P48R  0.0000e+00  2.0085e+01 25.000  ab
56721.413  P48R  0.0000e+00  2.4371e+01 25.000  ab
56721.438  P48R  0.0000e+00  5.0919e+01 25.000  ab
56721.462  P48R  0.0000e+00  2.6970e+01 25.000  ab
56721.486  P48R  0.0000e+00  1.6251e+01 25.000  ab
56721.511  P48R  0.0000e+00  1.7174e+01 25.000  ab
56721.533  P48R  0.0000e+00  1.4958e+01 25.000  ab
56722.294  P48R  0.0000e+00  2.4148e+01 25.000  ab
56722.327  P48R  0.0000e+00  1.8150e+01 25.000  ab
56724.280  P48R  0.0000e+00  3.5553e+01 25.000  ab
56724.313  P48R  0.0000e+00  7.1594e+01 25.000  ab
56724.353  P48R  0.0000e+00  2.3061e+01 25.000  ab
56724.386  P48R  0.0000e+00  1.5520e+01 25.000  ab
56724.459  P48R  0.0000e+00  1.9538e+01 25.000  ab
56724.500  P48R  0.0000e+00  2.5756e+01 25.000  ab
56724.537  P48R  0.0000e+00  1.9901e+01 25.000  ab
56725.277  P48R  0.0000e+00  3.4904e+02 25.000  ab
56725.317  P48R  0.0000e+00  6.7745e+01 25.000  ab
56725.351  P48R  0.0000e+00  7.2257e+01 25.000  ab
56725.384  P48R  0.0000e+00  9.7922e+01 25.000  ab
56725.416  P48R  0.0000e+00  2.6723e+01 25.000  ab
56725.452  P48R  0.0000e+00  5.6348e+01 25.000  ab
56725.486  P48R  0.0000e+00  2.3926e+01 25.000  ab
56725.520  P48R  0.0000e+00  3.3642e+02 25.000  ab
56726.274  P48R  0.0000e+00  4.7302e+01 25.000  ab
56726.314  P48R  0.0000e+00  1.9538e+01 25.000  ab
56726.348  P48R  0.0000e+00  1.5236e+01 25.000  ab
56726.381  P48R  0.0000e+00  1.5663e+01 25.000  ab
56726.414  P48R  0.0000e+00  1.7333e+01 25.000  ab
